99, 0, 1, 0
91, 8, 1, 0
91, 8, 0, 1
91, 0, 8, 1
75, 16, 8, 1
75, 16, 0, 9
75, 0, 16, 9
58, 17, 16, 9
58, 17, 0, 25
58, 0, 17, 25
44, 14, 17, 25
44, 14, 0, 42
44, 0, 14, 42
28, 16, 14, 42
28, 16, 0, 56
28, 0, 16, 56
10, 18, 16, 56
10, 18, 0, 72
10, 0, 18, 72
0, 10, 18, 72
0, 10, 0, 90
0, 0, 10, 90
0, 0, 10, 90
0, 0, 0, 100
